Dátum;Vármegye;Fertőzöttek;Új fertőzöttek
2020.03.31;Bács-Kiskun vármegye;8;8
2020.04.01;Bács-Kiskun vármegye;8;0
2020.04.02;Bács-Kiskun vármegye;15;7
2020.04.03;Bács-Kiskun vármegye;17;2
2020.04.04;Bács-Kiskun vármegye;18;1
2020.04.05;Bács-Kiskun vármegye;19;1
2020.04.06;Bács-Kiskun vármegye;19;0
2020.04.07;Bács-Kiskun vármegye;19;0
2020.04.08;Bács-Kiskun vármegye;19;0
2020.04.09;Bács-Kiskun vármegye;19;0
2020.04.10;Bács-Kiskun vármegye;21;2
2020.04.11;Bács-Kiskun vármegye;22;1
2020.04.12;Bács-Kiskun vármegye;22;0
2020.04.13;Bács-Kiskun vármegye;22;0
2020.04.14;Bács-Kiskun vármegye;22;0
2020.04.15;Bács-Kiskun vármegye;22;0
2020.04.16;Bács-Kiskun vármegye;22;0
2020.04.17;Bács-Kiskun vármegye;22;0
2020.04.18;Bács-Kiskun vármegye;23;1
2020.04.19;Bács-Kiskun vármegye;23;0
2020.04.20;Bács-Kiskun vármegye;23;0
2020.04.21;Bács-Kiskun vármegye;23;0
2020.04.22;Bács-Kiskun vármegye;23;0
2020.04.23;Bács-Kiskun vármegye;23;0
2020.04.24;Bács-Kiskun vármegye;23;0
2020.04.25;Bács-Kiskun vármegye;23;0
2020.04.26;Bács-Kiskun vármegye;23;0
2020.04.27;Bács-Kiskun vármegye;23;0
2020.04.28;Bács-Kiskun vármegye;23;0
2020.04.29;Bács-Kiskun vármegye;23;0
2020.04.30;Bács-Kiskun vármegye;23;0
2020.05.01;Bács-Kiskun vármegye;23;0
2020.05.02;Bács-Kiskun vármegye;23;0
2020.05.03;Bács-Kiskun vármegye;23;0
2020.05.04;Bács-Kiskun vármegye;23;0
2020.05.05;Bács-Kiskun vármegye;23;0
2020.05.06;Bács-Kiskun vármegye;23;0
2020.05.07;Bács-Kiskun vármegye;23;0
2020.05.08;Bács-Kiskun vármegye;23;0
2020.05.09;Bács-Kiskun vármegye;23;0
2020.05.10;Bács-Kiskun vármegye;23;0
2020.05.11;Bács-Kiskun vármegye;23;0
2020.05.12;Bács-Kiskun vármegye;23;0
2020.05.13;Bács-Kiskun vármegye;23;0
2020.05.14;Bács-Kiskun vármegye;23;0
2020.05.15;Bács-Kiskun vármegye;23;0
2020.05.16;Bács-Kiskun vármegye;24;1
2020.05.17;Bács-Kiskun vármegye;24;0
2020.05.18;Bács-Kiskun vármegye;24;0
2020.05.19;Bács-Kiskun vármegye;24;0
2020.05.20;Bács-Kiskun vármegye;24;0
2020.05.21;Bács-Kiskun vármegye;24;0
2020.05.22;Bács-Kiskun vármegye;24;0
2020.05.23;Bács-Kiskun vármegye;24;0
2020.05.24;Bács-Kiskun vármegye;24;0
2020.05.25;Bács-Kiskun vármegye;24;0
2020.05.26;Bács-Kiskun vármegye;24;0
2020.05.27;Bács-Kiskun vármegye;24;0
2020.05.28;Bács-Kiskun vármegye;24;0
2020.05.29;Bács-Kiskun vármegye;24;0
2020.05.30;Bács-Kiskun vármegye;24;0
2020.05.31;Bács-Kiskun vármegye;24;0
2020.06.01;Bács-Kiskun vármegye;24;0
2020.06.02;Bács-Kiskun vármegye;24;0
2020.06.03;Bács-Kiskun vármegye;24;0
2020.06.04;Bács-Kiskun vármegye;24;0
2020.06.05;Bács-Kiskun vármegye;24;0
2020.06.06;Bács-Kiskun vármegye;24;0
2020.06.07;Bács-Kiskun vármegye;24;0
2020.06.08;Bács-Kiskun vármegye;24;0
2020.06.09;Bács-Kiskun vármegye;24;0
2020.06.10;Bács-Kiskun vármegye;24;0
2020.06.11;Bács-Kiskun vármegye;20;-4
2020.06.12;Bács-Kiskun vármegye;20;0
2020.06.13;Bács-Kiskun vármegye;20;0
2020.06.14;Bács-Kiskun vármegye;20;0
2020.06.15;Bács-Kiskun vármegye;21;1
2020.06.17;Bács-Kiskun vármegye;20;-1
2020.06.18;Bács-Kiskun vármegye;20;0
2020.06.19;Bács-Kiskun vármegye;20;0
2020.06.20;Bács-Kiskun vármegye;20;0
2020.06.21;Bács-Kiskun vármegye;20;0
2020.06.22;Bács-Kiskun vármegye;20;0
2020.06.23;Bács-Kiskun vármegye;20;0
2020.06.24;Bács-Kiskun vármegye;20;0
2020.06.25;Bács-Kiskun vármegye;20;0
2020.06.26;Bács-Kiskun vármegye;20;0
2020.06.27;Bács-Kiskun vármegye;20;0
2020.06.28;Bács-Kiskun vármegye;20;0
2020.06.29;Bács-Kiskun vármegye;20;0
2020.06.30;Bács-Kiskun vármegye;20;0
2020.07.01;Bács-Kiskun vármegye;20;0
2020.07.02;Bács-Kiskun vármegye;21;1
2020.07.03;Bács-Kiskun vármegye;21;0
2020.07.04;Bács-Kiskun vármegye;21;0
2020.07.05;Bács-Kiskun vármegye;21;0
2020.07.06;Bács-Kiskun vármegye;21;0
2020.07.07;Bács-Kiskun vármegye;21;0
2020.07.08;Bács-Kiskun vármegye;21;0
2020.07.09;Bács-Kiskun vármegye;23;2
2020.07.10;Bács-Kiskun vármegye;24;1
2020.07.11;Bács-Kiskun vármegye;24;0
2020.07.12;Bács-Kiskun vármegye;25;1
2020.07.13;Bács-Kiskun vármegye;25;0
2020.07.14;Bács-Kiskun vármegye;25;0
2020.07.15;Bács-Kiskun vármegye;25;0
2020.07.16;Bács-Kiskun vármegye;25;0
2020.07.17;Bács-Kiskun vármegye;25;0
2020.07.18;Bács-Kiskun vármegye;25;0
2020.07.19;Bács-Kiskun vármegye;27;2
2020.07.20;Bács-Kiskun vármegye;27;0
2020.07.21;Bács-Kiskun vármegye;27;0
2020.07.22;Bács-Kiskun vármegye;29;2
2020.07.23;Bács-Kiskun vármegye;30;1
2020.07.24;Bács-Kiskun vármegye;30;0
2020.07.25;Bács-Kiskun vármegye;30;0
2020.07.26;Bács-Kiskun vármegye;31;1
2020.07.27;Bács-Kiskun vármegye;31;0
2020.07.28;Bács-Kiskun vármegye;31;0
2020.07.29;Bács-Kiskun vármegye;31;0
2020.07.30;Bács-Kiskun vármegye;31;0
2020.07.31;Bács-Kiskun vármegye;31;0
2020.08.01;Bács-Kiskun vármegye;31;0
2020.08.02;Bács-Kiskun vármegye;31;0
2020.08.03;Bács-Kiskun vármegye;31;0
2020.08.04;Bács-Kiskun vármegye;31;0
2020.08.05;Bács-Kiskun vármegye;31;0
2020.08.06;Bács-Kiskun vármegye;35;4
2020.08.07;Bács-Kiskun vármegye;35;0
2020.08.08;Bács-Kiskun vármegye;35;0
2020.08.09;Bács-Kiskun vármegye;39;4
2020.08.10;Bács-Kiskun vármegye;40;1
2020.08.11;Bács-Kiskun vármegye;40;0
2020.08.12;Bács-Kiskun vármegye;40;0
2020.08.13;Bács-Kiskun vármegye;41;1
2020.08.14;Bács-Kiskun vármegye;42;1
2020.08.15;Bács-Kiskun vármegye;44;2
2020.08.16;Bács-Kiskun vármegye;44;0
2020.08.17;Bács-Kiskun vármegye;47;3
2020.08.18;Bács-Kiskun vármegye;47;0
2020.08.19;Bács-Kiskun vármegye;47;0
2020.08.20;Bács-Kiskun vármegye;49;2
2020.08.21;Bács-Kiskun vármegye;50;1
2020.08.22;Bács-Kiskun vármegye;50;0
2020.08.23;Bács-Kiskun vármegye;50;0
2020.08.24;Bács-Kiskun vármegye;51;1
2020.08.25;Bács-Kiskun vármegye;50;-1
2020.08.26;Bács-Kiskun vármegye;50;0
2020.08.27;Bács-Kiskun vármegye;50;0
2020.08.28;Bács-Kiskun vármegye;55;5
2020.08.29;Bács-Kiskun vármegye;61;6
2020.08.30;Bács-Kiskun vármegye;69;8
2020.08.31;Bács-Kiskun vármegye;72;3
2020.09.01;Bács-Kiskun vármegye;72;0
2020.09.02;Bács-Kiskun vármegye;78;6
2020.09.03;Bács-Kiskun vármegye;86;8
2020.09.04;Bács-Kiskun vármegye;103;17
2020.09.05;Bács-Kiskun vármegye;112;9
2020.09.06;Bács-Kiskun vármegye;120;8
2020.09.07;Bács-Kiskun vármegye;127;7
2020.09.08;Bács-Kiskun vármegye;143;16
2020.09.09;Bács-Kiskun vármegye;153;10
2020.09.10;Bács-Kiskun vármegye;161;8
2020.09.11;Bács-Kiskun vármegye;195;34
2020.09.12;Bács-Kiskun vármegye;211;16
2020.09.13;Bács-Kiskun vármegye;214;3
2020.09.14;Bács-Kiskun vármegye;229;15
2020.09.15;Bács-Kiskun vármegye;254;25
2020.09.16;Bács-Kiskun vármegye;267;13
2020.09.17;Bács-Kiskun vármegye;279;12
2020.09.18;Bács-Kiskun vármegye;302;23
2020.09.19;Bács-Kiskun vármegye;321;19
2020.09.20;Bács-Kiskun vármegye;335;14
2020.09.21;Bács-Kiskun vármegye;350;15
2020.09.22;Bács-Kiskun vármegye;372;22
2020.09.23;Bács-Kiskun vármegye;407;35
2020.09.24;Bács-Kiskun vármegye;428;21
2020.09.25;Bács-Kiskun vármegye;459;31
2020.09.26;Bács-Kiskun vármegye;474;15
2020.09.27;Bács-Kiskun vármegye;493;19
2020.09.28;Bács-Kiskun vármegye;513;20
2020.09.29;Bács-Kiskun vármegye;548;35
2020.09.30;Bács-Kiskun vármegye;563;15
2020.10.01;Bács-Kiskun vármegye;583;20
2020.10.02;Bács-Kiskun vármegye;605;22
2020.10.03;Bács-Kiskun vármegye;643;38
2020.10.04;Bács-Kiskun vármegye;656;13
2020.10.05;Bács-Kiskun vármegye;664;8
2020.10.06;Bács-Kiskun vármegye;677;13
2020.10.07;Bács-Kiskun vármegye;704;27
2020.10.08;Bács-Kiskun vármegye;719;15
2020.10.09;Bács-Kiskun vármegye;787;68
2020.10.10;Bács-Kiskun vármegye;816;29
2020.10.11;Bács-Kiskun vármegye;856;40
2020.10.12;Bács-Kiskun vármegye;863;7
2020.10.13;Bács-Kiskun vármegye;884;21
2020.10.14;Bács-Kiskun vármegye;900;16
2020.10.15;Bács-Kiskun vármegye;926;26
2020.10.16;Bács-Kiskun vármegye;980;54
2020.10.17;Bács-Kiskun vármegye;1029;49
2020.10.18;Bács-Kiskun vármegye;1067;38
2020.10.19;Bács-Kiskun vármegye;1114;47
2020.10.20;Bács-Kiskun vármegye;1161;47
2020.10.21;Bács-Kiskun vármegye;1181;20
2020.10.22;Bács-Kiskun vármegye;1244;63
2020.10.23;Bács-Kiskun vármegye;1330;86
2020.10.24;Bács-Kiskun vármegye;1419;89
2020.10.25;Bács-Kiskun vármegye;1526;107
2020.10.26;Bács-Kiskun vármegye;1619;93
2020.10.27;Bács-Kiskun vármegye;1659;40
2020.10.28;Bács-Kiskun vármegye;1742;83
2020.10.29;Bács-Kiskun vármegye;1836;94
2020.10.30;Bács-Kiskun vármegye;2092;256
2020.10.31;Bács-Kiskun vármegye;2288;196
2020.11.01;Bács-Kiskun vármegye;2438;150
2020.11.02;Bács-Kiskun vármegye;2597;159
2020.11.03;Bács-Kiskun vármegye;2836;239
2020.11.04;Bács-Kiskun vármegye;3219;383
2020.11.05;Bács-Kiskun vármegye;3408;189
2020.11.06;Bács-Kiskun vármegye;3624;216
2020.11.07;Bács-Kiskun vármegye;3779;155
2020.11.08;Bács-Kiskun vármegye;4031;252
2020.11.09;Bács-Kiskun vármegye;4207;176
2020.11.10;Bács-Kiskun vármegye;4331;124
2020.11.11;Bács-Kiskun vármegye;4402;71
2020.11.12;Bács-Kiskun vármegye;4731;329
2020.11.13;Bács-Kiskun vármegye;4995;264
2020.11.14;Bács-Kiskun vármegye;5328;333
2020.11.15;Bács-Kiskun vármegye;5477;149
2020.11.16;Bács-Kiskun vármegye;5647;170
2020.11.17;Bács-Kiskun vármegye;5848;201
2020.11.18;Bács-Kiskun vármegye;6123;275
2020.11.19;Bács-Kiskun vármegye;6318;195
2020.11.20;Bács-Kiskun vármegye;6574;256
2020.11.21;Bács-Kiskun vármegye;6792;218
2020.11.22;Bács-Kiskun vármegye;6935;143
2020.11.23;Bács-Kiskun vármegye;7150;215
2020.11.24;Bács-Kiskun vármegye;7412;262
2020.11.25;Bács-Kiskun vármegye;7659;247
2020.11.26;Bács-Kiskun vármegye;8034;375
2020.11.27;Bács-Kiskun vármegye;8558;524
2020.11.28;Bács-Kiskun vármegye;8963;405
2020.11.29;Bács-Kiskun vármegye;9329;366
2020.11.30;Bács-Kiskun vármegye;9555;226
2020.12.01;Bács-Kiskun vármegye;9719;164
2020.12.02;Bács-Kiskun vármegye;9908;189
2020.12.03;Bács-Kiskun vármegye;10177;269
2020.12.04;Bács-Kiskun vármegye;10534;357
2020.12.05;Bács-Kiskun vármegye;10759;225
2020.12.06;Bács-Kiskun vármegye;11051;292
2020.12.07;Bács-Kiskun vármegye;11238;187
2020.12.08;Bács-Kiskun vármegye;11331;93
2020.12.09;Bács-Kiskun vármegye;11427;96
2020.12.10;Bács-Kiskun vármegye;11720;293
2020.12.11;Bács-Kiskun vármegye;11990;270
2020.12.12;Bács-Kiskun vármegye;12226;236
2020.12.13;Bács-Kiskun vármegye;12374;148
2020.12.14;Bács-Kiskun vármegye;12568;194
2020.12.15;Bács-Kiskun vármegye;12638;70
2020.12.16;Bács-Kiskun vármegye;12728;90
2020.12.17;Bács-Kiskun vármegye;12899;171
2020.12.18;Bács-Kiskun vármegye;13084;185
2020.12.19;Bács-Kiskun vármegye;13346;262
2020.12.20;Bács-Kiskun vármegye;13474;128
2020.12.21;Bács-Kiskun vármegye;13632;158
2020.12.22;Bács-Kiskun vármegye;13680;48
2020.12.23;Bács-Kiskun vármegye;13746;66
2020.12.24;Bács-Kiskun vármegye;13953;207
2020.12.25;Bács-Kiskun vármegye;14084;131
2020.12.26;Bács-Kiskun vármegye;14197;113
2020.12.27;Bács-Kiskun vármegye;14247;50
2020.12.28;Bács-Kiskun vármegye;14280;33
2020.12.29;Bács-Kiskun vármegye;14318;38
2020.12.30;Bács-Kiskun vármegye;14387;69
2020.12.31;Bács-Kiskun vármegye;14557;170
2021.01.01;Bács-Kiskun vármegye;14751;194
2021.01.02;Bács-Kiskun vármegye;14845;94
2021.01.03;Bács-Kiskun vármegye;14934;89
2021.01.04;Bács-Kiskun vármegye;14967;33
2021.01.05;Bács-Kiskun vármegye;15007;40
2021.01.06;Bács-Kiskun vármegye;15095;88
2021.01.07;Bács-Kiskun vármegye;15261;166
2021.01.08;Bács-Kiskun vármegye;15412;151
2021.01.09;Bács-Kiskun vármegye;15549;137
2021.01.10;Bács-Kiskun vármegye;15622;73
2021.01.11;Bács-Kiskun vármegye;15701;79
2021.01.12;Bács-Kiskun vármegye;15743;42
2021.01.13;Bács-Kiskun vármegye;15807;64
2021.01.14;Bács-Kiskun vármegye;15946;139
2021.01.15;Bács-Kiskun vármegye;16034;88
2021.01.16;Bács-Kiskun vármegye;16120;86
2021.01.17;Bács-Kiskun vármegye;16162;42
2021.01.18;Bács-Kiskun vármegye;16201;39
2021.01.19;Bács-Kiskun vármegye;16232;31
2021.01.20;Bács-Kiskun vármegye;16284;52
2021.01.21;Bács-Kiskun vármegye;16342;58
2021.01.22;Bács-Kiskun vármegye;16404;62
2021.01.23;Bács-Kiskun vármegye;16474;70
2021.01.24;Bács-Kiskun vármegye;16534;60
2021.01.25;Bács-Kiskun vármegye;16584;50
2021.01.26;Bács-Kiskun vármegye;16614;30
2021.01.27;Bács-Kiskun vármegye;16670;56
2021.01.28;Bács-Kiskun vármegye;16767;97
2021.01.29;Bács-Kiskun vármegye;16837;70
2021.01.30;Bács-Kiskun vármegye;16914;77
2021.01.31;Bács-Kiskun vármegye;17031;117
2021.02.01;Bács-Kiskun vármegye;17098;67
2021.02.02;Bács-Kiskun vármegye;17131;33
2021.02.03;Bács-Kiskun vármegye;17186;55
2021.02.04;Bács-Kiskun vármegye;17295;109
2021.02.05;Bács-Kiskun vármegye;17371;76
2021.02.06;Bács-Kiskun vármegye;17460;89
2021.02.07;Bács-Kiskun vármegye;17518;58
2021.02.08;Bács-Kiskun vármegye;17586;68
2021.02.09;Bács-Kiskun vármegye;17652;66
2021.02.10;Bács-Kiskun vármegye;17710;58
2021.02.11;Bács-Kiskun vármegye;17802;92
2021.02.12;Bács-Kiskun vármegye;17894;92
2021.02.13;Bács-Kiskun vármegye;18008;114
2021.02.14;Bács-Kiskun vármegye;18076;68
2021.02.15;Bács-Kiskun vármegye;18161;85
2021.02.16;Bács-Kiskun vármegye;18211;50
2021.02.17;Bács-Kiskun vármegye;18285;74
2021.02.18;Bács-Kiskun vármegye;18432;147
2021.02.19;Bács-Kiskun vármegye;18615;183
2021.02.20;Bács-Kiskun vármegye;18749;134
2021.02.21;Bács-Kiskun vármegye;18877;128
2021.02.22;Bács-Kiskun vármegye;18998;121
2021.02.23;Bács-Kiskun vármegye;19070;72
2021.02.24;Bács-Kiskun vármegye;19165;95
2021.02.25;Bács-Kiskun vármegye;19398;233
2021.02.26;Bács-Kiskun vármegye;19592;194
2021.02.27;Bács-Kiskun vármegye;19796;204
2021.02.28;Bács-Kiskun vármegye;19983;187
2021.03.01;Bács-Kiskun vármegye;20134;151
2021.03.02;Bács-Kiskun vármegye;20222;88
2021.03.03;Bács-Kiskun vármegye;20353;131
2021.03.04;Bács-Kiskun vármegye;20652;299
2021.03.05;Bács-Kiskun vármegye;20945;293
2021.03.06;Bács-Kiskun vármegye;21241;296
2021.03.07;Bács-Kiskun vármegye;21533;292
2021.03.08;Bács-Kiskun vármegye;21650;117
2021.03.09;Bács-Kiskun vármegye;21872;222
2021.03.10;Bács-Kiskun vármegye;22069;197
2021.03.11;Bács-Kiskun vármegye;22470;401
2021.03.12;Bács-Kiskun vármegye;22828;358
2021.03.13;Bács-Kiskun vármegye;23230;402
2021.03.14;Bács-Kiskun vármegye;23586;356
2021.03.15;Bács-Kiskun vármegye;23982;396
2021.03.16;Bács-Kiskun vármegye;24161;179
2021.03.17;Bács-Kiskun vármegye;24324;163
2021.03.18;Bács-Kiskun vármegye;24610;286
2021.03.19;Bács-Kiskun vármegye;25153;543
2021.03.20;Bács-Kiskun vármegye;25824;671
2021.03.21;Bács-Kiskun vármegye;26462;638
2021.03.22;Bács-Kiskun vármegye;26937;475
2021.03.23;Bács-Kiskun vármegye;27245;308
2021.03.24;Bács-Kiskun vármegye;27502;257
2021.03.25;Bács-Kiskun vármegye;28106;604
2021.03.26;Bács-Kiskun vármegye;28789;683
2021.03.27;Bács-Kiskun vármegye;29376;587
2021.03.28;Bács-Kiskun vármegye;29844;468
2021.03.29;Bács-Kiskun vármegye;30192;348
2021.03.30;Bács-Kiskun vármegye;30342;150
2021.03.31;Bács-Kiskun vármegye;30597;255
2021.04.01;Bács-Kiskun vármegye;31261;664
2021.04.02;Bács-Kiskun vármegye;31781;520
2021.04.03;Bács-Kiskun vármegye;32257;476
2021.04.04;Bács-Kiskun vármegye;32593;336
2021.04.05;Bács-Kiskun vármegye;32803;210
2021.04.06;Bács-Kiskun vármegye;32920;117
2021.04.07;Bács-Kiskun vármegye;33052;132
2021.04.08;Bács-Kiskun vármegye;33261;209
2021.04.09;Bács-Kiskun vármegye;33719;458
2021.04.10;Bács-Kiskun vármegye;34199;480
2021.04.11;Bács-Kiskun vármegye;34539;340
2021.04.12;Bács-Kiskun vármegye;34840;301
2021.04.13;Bács-Kiskun vármegye;34998;158
2021.04.14;Bács-Kiskun vármegye;35138;140
2021.04.15;Bács-Kiskun vármegye;35461;323
2021.04.16;Bács-Kiskun vármegye;35749;288
2021.04.17;Bács-Kiskun vármegye;35970;221
2021.04.18;Bács-Kiskun vármegye;36171;201
2021.04.19;Bács-Kiskun vármegye;36336;165
2021.04.20;Bács-Kiskun vármegye;36412;76
2021.04.21;Bács-Kiskun vármegye;36508;96
2021.04.22;Bács-Kiskun vármegye;36757;249
2021.04.23;Bács-Kiskun vármegye;36969;212
2021.04.24;Bács-Kiskun vármegye;37112;143
2021.04.25;Bács-Kiskun vármegye;37239;127
2021.04.26;Bács-Kiskun vármegye;37357;118
2021.04.27;Bács-Kiskun vármegye;37414;57
2021.04.28;Bács-Kiskun vármegye;37480;66
2021.04.29;Bács-Kiskun vármegye;37637;157
2021.04.30;Bács-Kiskun vármegye;37782;145
2021.05.01;Bács-Kiskun vármegye;37887;105
2021.05.02;Bács-Kiskun vármegye;37990;103
2021.05.03;Bács-Kiskun vármegye;38073;83
2021.05.04;Bács-Kiskun vármegye;38117;44
2021.05.05;Bács-Kiskun vármegye;38168;51
2021.05.06;Bács-Kiskun vármegye;38268;100
2021.05.07;Bács-Kiskun vármegye;38382;114
2021.05.08;Bács-Kiskun vármegye;38469;87
2021.05.09;Bács-Kiskun vármegye;38515;46
2021.05.10;Bács-Kiskun vármegye;38550;35
2021.05.11;Bács-Kiskun vármegye;38573;23
2021.05.12;Bács-Kiskun vármegye;38610;37
2021.05.13;Bács-Kiskun vármegye;38674;64
2021.05.14;Bács-Kiskun vármegye;38716;42
2021.05.15;Bács-Kiskun vármegye;38756;40
2021.05.16;Bács-Kiskun vármegye;38785;29
2021.05.17;Bács-Kiskun vármegye;38804;19
2021.05.18;Bács-Kiskun vármegye;38813;9
2021.05.19;Bács-Kiskun vármegye;38856;43
2021.05.20;Bács-Kiskun vármegye;38897;41
2021.05.21;Bács-Kiskun vármegye;38932;35
2021.05.22;Bács-Kiskun vármegye;38964;32
2021.05.23;Bács-Kiskun vármegye;38979;15
2021.05.24;Bács-Kiskun vármegye;38991;12
2021.05.25;Bács-Kiskun vármegye;38994;3
2021.05.26;Bács-Kiskun vármegye;39006;12
2021.05.27;Bács-Kiskun vármegye;39018;12
2021.05.28;Bács-Kiskun vármegye;39045;27
2021.05.29;Bács-Kiskun vármegye;39065;20
2021.05.30;Bács-Kiskun vármegye;39071;6
2021.05.31;Bács-Kiskun vármegye;39081;10
2021.06.01;Bács-Kiskun vármegye;39095;14
2021.06.02;Bács-Kiskun vármegye;39099;4
2021.06.03;Bács-Kiskun vármegye;39114;15
2021.06.04;Bács-Kiskun vármegye;39127;13
2021.06.05;Bács-Kiskun vármegye;39141;14
2021.06.06;Bács-Kiskun vármegye;39145;4
2021.06.07;Bács-Kiskun vármegye;39148;3
2021.06.08;Bács-Kiskun vármegye;39153;5
2021.06.09;Bács-Kiskun vármegye;39160;7
2021.06.10;Bács-Kiskun vármegye;39164;4
2021.06.11;Bács-Kiskun vármegye;39173;9
2021.06.14;Bács-Kiskun vármegye;39187;14
2021.06.15;Bács-Kiskun vármegye;39191;4
2021.06.16;Bács-Kiskun vármegye;39193;2
2021.06.17;Bács-Kiskun vármegye;39196;3
2021.06.18;Bács-Kiskun vármegye;39198;2
2021.06.21;Bács-Kiskun vármegye;39210;12
2021.06.22;Bács-Kiskun vármegye;39213;3
2021.06.23;Bács-Kiskun vármegye;39219;6
2021.06.24;Bács-Kiskun vármegye;39227;8
2021.06.25;Bács-Kiskun vármegye;39233;6
2021.06.28;Bács-Kiskun vármegye;39240;7
2021.06.29;Bács-Kiskun vármegye;39240;0
2021.06.30;Bács-Kiskun vármegye;39242;2
2021.07.01;Bács-Kiskun vármegye;39244;2
2021.07.02;Bács-Kiskun vármegye;39246;2
2021.07.05;Bács-Kiskun vármegye;39247;1
2021.07.06;Bács-Kiskun vármegye;39248;1
2021.07.07;Bács-Kiskun vármegye;39249;1
2021.07.08;Bács-Kiskun vármegye;39250;1
2021.07.09;Bács-Kiskun vármegye;39250;0
2021.07.12;Bács-Kiskun vármegye;39258;8
2021.07.13;Bács-Kiskun vármegye;39260;2
2021.07.14;Bács-Kiskun vármegye;39264;4
2021.07.15;Bács-Kiskun vármegye;39264;0
2021.07.16;Bács-Kiskun vármegye;39270;6
2021.07.19;Bács-Kiskun vármegye;39275;5
2021.07.20;Bács-Kiskun vármegye;39275;0
2021.07.21;Bács-Kiskun vármegye;39279;4
2021.07.22;Bács-Kiskun vármegye;39279;0
2021.07.23;Bács-Kiskun vármegye;39280;1
2021.07.26;Bács-Kiskun vármegye;39281;1
2021.07.27;Bács-Kiskun vármegye;39282;1
2021.07.28;Bács-Kiskun vármegye;39284;2
2021.07.29;Bács-Kiskun vármegye;39285;1
2021.07.30;Bács-Kiskun vármegye;39286;1
2021.08.02;Bács-Kiskun vármegye;39296;10
2021.08.03;Bács-Kiskun vármegye;39296;0
2021.08.04;Bács-Kiskun vármegye;39301;5
2021.08.05;Bács-Kiskun vármegye;39304;3
2021.08.06;Bács-Kiskun vármegye;39306;2
2021.08.09;Bács-Kiskun vármegye;39308;2
2021.08.10;Bács-Kiskun vármegye;39308;0
2021.08.11;Bács-Kiskun vármegye;39309;1
2021.08.12;Bács-Kiskun vármegye;39311;2
2021.08.13;Bács-Kiskun vármegye;39314;3
2021.08.16;Bács-Kiskun vármegye;39316;2
2021.08.17;Bács-Kiskun vármegye;39321;5
2021.08.18;Bács-Kiskun vármegye;39328;7
2021.08.19;Bács-Kiskun vármegye;39334;6
2021.08.23;Bács-Kiskun vármegye;39347;13
2021.08.24;Bács-Kiskun vármegye;39350;3
2021.08.25;Bács-Kiskun vármegye;39354;4
2021.08.26;Bács-Kiskun vármegye;39362;8
2021.08.27;Bács-Kiskun vármegye;39372;10
2021.08.30;Bács-Kiskun vármegye;39392;20
2021.08.31;Bács-Kiskun vármegye;39397;5
2021.09.01;Bács-Kiskun vármegye;39401;4
2021.09.02;Bács-Kiskun vármegye;39415;14
2021.09.03;Bács-Kiskun vármegye;39431;16
2021.09.06;Bács-Kiskun vármegye;39453;22
2021.09.07;Bács-Kiskun vármegye;39464;11
2021.09.08;Bács-Kiskun vármegye;39473;9
2021.09.09;Bács-Kiskun vármegye;39491;18
2021.09.10;Bács-Kiskun vármegye;39506;15
2021.09.13;Bács-Kiskun vármegye;39550;44
2021.09.14;Bács-Kiskun vármegye;39557;7
2021.09.15;Bács-Kiskun vármegye;39570;13
2021.09.16;Bács-Kiskun vármegye;39590;20
2021.09.17;Bács-Kiskun vármegye;39606;16
2021.09.20;Bács-Kiskun vármegye;39662;56
2021.09.21;Bács-Kiskun vármegye;39670;8
2021.09.22;Bács-Kiskun vármegye;39689;19
2021.09.23;Bács-Kiskun vármegye;39712;23
2021.09.24;Bács-Kiskun vármegye;39723;11
2021.09.27;Bács-Kiskun vármegye;39779;56
2021.09.28;Bács-Kiskun vármegye;39785;6
2021.09.29;Bács-Kiskun vármegye;39794;9
2021.09.30;Bács-Kiskun vármegye;39832;38
2021.10.01;Bács-Kiskun vármegye;39861;29
2021.10.04;Bács-Kiskun vármegye;39934;73
2021.10.05;Bács-Kiskun vármegye;39943;9
2021.10.06;Bács-Kiskun vármegye;39964;21
2021.10.07;Bács-Kiskun vármegye;39997;33
2021.10.08;Bács-Kiskun vármegye;40012;15
2021.10.11;Bács-Kiskun vármegye;40100;88
2021.10.12;Bács-Kiskun vármegye;40121;21
2021.10.13;Bács-Kiskun vármegye;40152;31
2021.10.14;Bács-Kiskun vármegye;40202;50
2021.10.15;Bács-Kiskun vármegye;40250;48
2021.10.18;Bács-Kiskun vármegye;40391;141
2021.10.19;Bács-Kiskun vármegye;40428;37
2021.10.20;Bács-Kiskun vármegye;40496;68
2021.10.21;Bács-Kiskun vármegye;40621;125
2021.10.22;Bács-Kiskun vármegye;40747;126
2021.10.25;Bács-Kiskun vármegye;41127;380
2021.10.26;Bács-Kiskun vármegye;41209;82
2021.10.27;Bács-Kiskun vármegye;41340;131
2021.10.28;Bács-Kiskun vármegye;41602;262
2021.10.29;Bács-Kiskun vármegye;41801;199
2021.11.01;Bács-Kiskun vármegye;42468;667
2021.11.02;Bács-Kiskun vármegye;42567;99
2021.11.03;Bács-Kiskun vármegye;42745;178
2021.11.04;Bács-Kiskun vármegye;43168;423
2021.11.05;Bács-Kiskun vármegye;43644;476
2021.11.08;Bács-Kiskun vármegye;44924;1280
2021.11.09;Bács-Kiskun vármegye;45169;245
2021.11.10;Bács-Kiskun vármegye;45683;514
