Dátum;Vármegye;Fertőzöttek;Új fertőzöttek
2022.02.22;Baranya vármegye;71902;224
2022.02.23;Baranya vármegye;72295;393
2022.02.24;Baranya vármegye;72664;369
2022.02.25;Baranya vármegye;72917;253
2022.02.28;Baranya vármegye;73396;479
2022.03.01;Baranya vármegye;73546;150
2022.03.02;Baranya vármegye;73793;247
2022.03.03;Baranya vármegye;74036;243
2022.03.04;Baranya vármegye;74254;218
2022.03.07;Baranya vármegye;74600;346
2022.03.08;Baranya vármegye;74708;108
2022.03.09;Baranya vármegye;74919;211
2022.03.10;Baranya vármegye;75092;173
2022.03.11;Baranya vármegye;75224;132
2022.03.16;Baranya vármegye;75471;247
2022.03.17;Baranya vármegye;75572;101
2022.03.18;Baranya vármegye;75815;243
2022.03.21;Baranya vármegye;76209;394
2022.03.22;Baranya vármegye;76324;115
2022.03.23;Baranya vármegye;76534;210
2022.03.24;Baranya vármegye;76709;175
2022.03.25;Baranya vármegye;76850;141
2022.03.28;Baranya vármegye;77127;277
2022.03.29;Baranya vármegye;77249;122
2022.03.30;Baranya vármegye;77416;167
2022.03.31;Baranya vármegye;77552;136
2022.04.01;Baranya vármegye;77664;112
2022.04.05;Baranya vármegye;77910;246
2022.04.06;Baranya vármegye;78094;184
2022.04.08;Baranya vármegye;78320;0
2022.04.11;Baranya vármegye;78521;201
2022.04.12;Baranya vármegye;78603;82
2020.03.31;Békés vármegye;3;3
2020.04.01;Békés vármegye;3;0
2020.04.02;Békés vármegye;3;0
2020.04.03;Békés vármegye;4;1
2020.04.04;Békés vármegye;6;2
2020.04.05;Békés vármegye;8;2
2020.04.06;Békés vármegye;8;0
2020.04.07;Békés vármegye;9;1
2020.04.08;Békés vármegye;10;1
2020.04.09;Békés vármegye;11;1
2020.04.10;Békés vármegye;11;0
2020.04.11;Békés vármegye;11;0
2020.04.12;Békés vármegye;11;0
2020.04.13;Békés vármegye;11;0
2020.04.14;Békés vármegye;12;1
2020.04.15;Békés vármegye;12;0
2020.04.16;Békés vármegye;12;0
2020.04.17;Békés vármegye;12;0
2020.04.18;Békés vármegye;13;1
2020.04.19;Békés vármegye;13;0
2020.04.20;Békés vármegye;13;0
2020.04.21;Békés vármegye;13;0
2020.04.22;Békés vármegye;13;0
2020.04.23;Békés vármegye;13;0
2020.04.24;Békés vármegye;13;0
2020.04.25;Békés vármegye;13;0
2020.04.26;Békés vármegye;13;0
2020.04.27;Békés vármegye;14;1
2020.04.28;Békés vármegye;14;0
2020.04.29;Békés vármegye;14;0
2020.04.30;Békés vármegye;15;1
2020.05.01;Békés vármegye;16;1
2020.05.02;Békés vármegye;16;0
2020.05.03;Békés vármegye;16;0
2020.05.04;Békés vármegye;16;0
2020.05.05;Békés vármegye;17;1
2020.05.06;Békés vármegye;17;0
2020.05.07;Békés vármegye;17;0
2020.05.08;Békés vármegye;17;0
2020.05.09;Békés vármegye;17;0
2020.05.10;Békés vármegye;17;0
2020.05.11;Békés vármegye;17;0
2020.05.12;Békés vármegye;16;-1
2020.05.13;Békés vármegye;11;-5
2020.05.14;Békés vármegye;11;0
2020.05.15;Békés vármegye;11;0
2020.05.16;Békés vármegye;11;0
2020.05.17;Békés vármegye;11;0
2020.05.18;Békés vármegye;11;0
2020.05.19;Békés vármegye;11;0
2020.05.20;Békés vármegye;11;0
2020.05.21;Békés vármegye;11;0
2020.05.22;Békés vármegye;11;0
2020.05.23;Békés vármegye;11;0
2020.05.24;Békés vármegye;11;0
2020.05.25;Békés vármegye;11;0
2020.05.26;Békés vármegye;11;0
2020.05.27;Békés vármegye;11;0
2020.05.28;Békés vármegye;11;0
2020.05.29;Békés vármegye;11;0
2020.05.30;Békés vármegye;11;0
2020.05.31;Békés vármegye;11;0
2020.06.01;Békés vármegye;11;0
2020.06.02;Békés vármegye;11;0
2020.06.03;Békés vármegye;11;0
2020.06.04;Békés vármegye;11;0
2020.06.05;Békés vármegye;11;0
2020.06.06;Békés vármegye;11;0
2020.06.07;Békés vármegye;11;0
2020.06.08;Békés vármegye;11;0
2020.06.09;Békés vármegye;11;0
2020.06.10;Békés vármegye;11;0
2020.06.11;Békés vármegye;11;0
2020.06.12;Békés vármegye;13;2
2020.06.13;Békés vármegye;13;0
2020.06.14;Békés vármegye;13;0
2020.06.15;Békés vármegye;13;0
2020.06.17;Békés vármegye;13;0
2020.06.18;Békés vármegye;13;0
2020.06.19;Békés vármegye;13;0
2020.06.20;Békés vármegye;13;0
2020.06.21;Békés vármegye;13;0
2020.06.22;Békés vármegye;13;0
2020.06.23;Békés vármegye;13;0
2020.06.24;Békés vármegye;13;0
2020.06.25;Békés vármegye;13;0
2020.06.26;Békés vármegye;13;0
2020.06.27;Békés vármegye;13;0
2020.06.28;Békés vármegye;13;0
2020.06.29;Békés vármegye;13;0
2020.06.30;Békés vármegye;13;0
2020.07.01;Békés vármegye;13;0
2020.07.02;Békés vármegye;13;0
2020.07.03;Békés vármegye;13;0
2020.07.04;Békés vármegye;13;0
2020.07.05;Békés vármegye;13;0
2020.07.06;Békés vármegye;13;0
2020.07.07;Békés vármegye;13;0
2020.07.08;Békés vármegye;13;0
2020.07.09;Békés vármegye;15;2
2020.07.10;Békés vármegye;15;0
2020.07.11;Békés vármegye;15;0
2020.07.12;Békés vármegye;15;0
2020.07.13;Békés vármegye;15;0
2020.07.14;Békés vármegye;15;0
2020.07.15;Békés vármegye;15;0
2020.07.16;Békés vármegye;15;0
2020.07.17;Békés vármegye;15;0
2020.07.18;Békés vármegye;15;0
2020.07.19;Békés vármegye;15;0
2020.07.20;Békés vármegye;15;0
2020.07.21;Békés vármegye;14;-1
2020.07.22;Békés vármegye;15;1
2020.07.23;Békés vármegye;15;0
2020.07.24;Békés vármegye;15;0
2020.07.25;Békés vármegye;15;0
2020.07.26;Békés vármegye;15;0
2020.07.27;Békés vármegye;15;0
2020.07.28;Békés vármegye;15;0
2020.07.29;Békés vármegye;15;0
2020.07.30;Békés vármegye;15;0
2020.07.31;Békés vármegye;16;1
2020.08.01;Békés vármegye;16;0
2020.08.02;Békés vármegye;17;1
2020.08.03;Békés vármegye;17;0
2020.08.04;Békés vármegye;17;0
2020.08.05;Békés vármegye;17;0
2020.08.06;Békés vármegye;17;0
2020.08.07;Békés vármegye;18;1
2020.08.08;Békés vármegye;18;0
2020.08.09;Békés vármegye;18;0
2020.08.10;Békés vármegye;18;0
2020.08.11;Békés vármegye;18;0
2020.08.12;Békés vármegye;19;1
2020.08.13;Békés vármegye;19;0
2020.08.14;Békés vármegye;19;0
2020.08.15;Békés vármegye;19;0
2020.08.16;Békés vármegye;19;0
2020.08.17;Békés vármegye;19;0
2020.08.18;Békés vármegye;19;0
2020.08.19;Békés vármegye;19;0
2020.08.20;Békés vármegye;19;0
2020.08.21;Békés vármegye;19;0
2020.08.22;Békés vármegye;19;0
2020.08.23;Békés vármegye;19;0
2020.08.24;Békés vármegye;19;0
2020.08.25;Békés vármegye;19;0
2020.08.26;Békés vármegye;20;1
2020.08.27;Békés vármegye;21;1
2020.08.28;Békés vármegye;21;0
2020.08.29;Békés vármegye;23;2
2020.08.30;Békés vármegye;22;-1
2020.08.31;Békés vármegye;25;3
2020.09.01;Békés vármegye;26;1
2020.09.02;Békés vármegye;29;3
2020.09.03;Békés vármegye;29;0
2020.09.04;Békés vármegye;33;4
2020.09.05;Békés vármegye;34;1
2020.09.06;Békés vármegye;36;2
2020.09.07;Békés vármegye;38;2
2020.09.08;Békés vármegye;41;3
2020.09.09;Békés vármegye;53;12
2020.09.10;Békés vármegye;55;2
2020.09.11;Békés vármegye;68;13
2020.09.12;Békés vármegye;75;7
2020.09.13;Békés vármegye;76;1
2020.09.14;Békés vármegye;85;9
2020.09.15;Békés vármegye;88;3
2020.09.16;Békés vármegye;90;2
2020.09.17;Békés vármegye;103;13
2020.09.18;Békés vármegye;111;8
2020.09.19;Békés vármegye;118;7
2020.09.20;Békés vármegye;134;16
2020.09.21;Békés vármegye;141;7
2020.09.22;Békés vármegye;153;12
2020.09.23;Békés vármegye;186;33
2020.09.24;Békés vármegye;226;40
2020.09.25;Békés vármegye;244;18
2020.09.26;Békés vármegye;259;15
2020.09.27;Békés vármegye;270;11
2020.09.28;Békés vármegye;283;13
2020.09.29;Békés vármegye;293;10
2020.09.30;Békés vármegye;299;6
2020.10.01;Békés vármegye;308;9
2020.10.02;Békés vármegye;328;20
2020.10.03;Békés vármegye;348;20
2020.10.04;Békés vármegye;355;7
2020.10.05;Békés vármegye;350;-5
2020.10.06;Békés vármegye;364;14
2020.10.07;Békés vármegye;378;14
2020.10.08;Békés vármegye;398;20
2020.10.09;Békés vármegye;439;41
2020.10.10;Békés vármegye;486;47
2020.10.11;Békés vármegye;500;14
2020.10.12;Békés vármegye;526;26
2020.10.13;Békés vármegye;538;12
2020.10.14;Békés vármegye;552;14
2020.10.15;Békés vármegye;555;3
2020.10.16;Békés vármegye;583;28
2020.10.17;Békés vármegye;620;37
2020.10.18;Békés vármegye;642;22
2020.10.19;Békés vármegye;688;46
2020.10.20;Békés vármegye;704;16
2020.10.21;Békés vármegye;726;22
2020.10.22;Békés vármegye;752;26
2020.10.23;Békés vármegye;793;41
2020.10.24;Békés vármegye;843;50
2020.10.25;Békés vármegye;879;36
2020.10.26;Békés vármegye;975;96
2020.10.27;Békés vármegye;1021;46
2020.10.28;Békés vármegye;1067;46
2020.10.29;Békés vármegye;1121;54
2020.10.30;Békés vármegye;1220;99
2020.10.31;Békés vármegye;1372;152
2020.11.01;Békés vármegye;1356;-16
2020.11.02;Békés vármegye;1458;102
2020.11.03;Békés vármegye;1643;185
2020.11.04;Békés vármegye;1704;61
2020.11.05;Békés vármegye;1776;72
2020.11.06;Békés vármegye;1895;119
2020.11.07;Békés vármegye;1984;89
2020.11.08;Békés vármegye;2184;200
2020.11.09;Békés vármegye;2321;137
2020.11.10;Békés vármegye;2466;145
2020.11.11;Békés vármegye;2492;26
2020.11.12;Békés vármegye;2578;86
2020.11.13;Békés vármegye;2824;246
2020.11.14;Békés vármegye;2962;138
2020.11.15;Békés vármegye;3025;63
2020.11.16;Békés vármegye;3306;281
2020.11.17;Békés vármegye;3424;118
2020.11.18;Békés vármegye;3498;74
2020.11.19;Békés vármegye;3632;134
2020.11.20;Békés vármegye;3835;203
2020.11.21;Békés vármegye;4003;168
2020.11.22;Békés vármegye;4127;124
2020.11.23;Békés vármegye;4248;121
2020.11.24;Békés vármegye;4380;132
2020.11.25;Békés vármegye;4674;294
2020.11.26;Békés vármegye;4945;271
2020.11.27;Békés vármegye;5458;513
2020.11.28;Békés vármegye;5873;415
2020.11.29;Békés vármegye;6286;413
2020.11.30;Békés vármegye;6491;205
2020.12.01;Békés vármegye;6659;168
2020.12.02;Békés vármegye;6811;152
2020.12.03;Békés vármegye;7129;318
2020.12.04;Békés vármegye;7429;300
2020.12.05;Békés vármegye;7654;225
2020.12.06;Békés vármegye;7946;292
2020.12.07;Békés vármegye;8092;146
2020.12.08;Békés vármegye;8185;93
2020.12.09;Békés vármegye;8354;169
2020.12.10;Békés vármegye;8628;274
2020.12.11;Békés vármegye;8932;304
2020.12.12;Békés vármegye;9231;299
2020.12.13;Békés vármegye;9384;153
2020.12.14;Békés vármegye;9531;147
2020.12.15;Békés vármegye;9629;98
2020.12.16;Békés vármegye;9765;136
2020.12.17;Békés vármegye;9845;80
2020.12.18;Békés vármegye;9939;94
2020.12.19;Békés vármegye;10189;250
2020.12.20;Békés vármegye;10292;103
2020.12.21;Békés vármegye;10359;67
2020.12.22;Békés vármegye;10405;46
2020.12.23;Békés vármegye;10500;95
2020.12.24;Békés vármegye;10639;139
2020.12.25;Békés vármegye;10717;78
2020.12.26;Békés vármegye;10770;53
2020.12.27;Békés vármegye;10804;34
2020.12.28;Békés vármegye;10811;7
2020.12.29;Békés vármegye;10842;31
2020.12.30;Békés vármegye;10894;52
2020.12.31;Békés vármegye;10977;83
2021.01.01;Békés vármegye;11075;98
2021.01.02;Békés vármegye;11152;77
2021.01.03;Békés vármegye;11194;42
2021.01.04;Békés vármegye;11222;28
2021.01.05;Békés vármegye;11255;33
2021.01.06;Békés vármegye;11340;85
2021.01.07;Békés vármegye;11462;122
2021.01.08;Békés vármegye;11553;91
2021.01.09;Békés vármegye;11612;59
2021.01.10;Békés vármegye;11653;41
2021.01.11;Békés vármegye;11685;32
2021.01.12;Békés vármegye;11694;9
2021.01.13;Békés vármegye;11710;16
2021.01.14;Békés vármegye;11748;38
2021.01.15;Békés vármegye;11780;32
2021.01.16;Békés vármegye;11818;38
2021.01.17;Békés vármegye;11854;36
2021.01.18;Békés vármegye;11883;29
2021.01.19;Békés vármegye;11904;21
2021.01.20;Békés vármegye;11959;55
2021.01.21;Békés vármegye;11990;31
2021.01.22;Békés vármegye;12041;51
2021.01.23;Békés vármegye;12065;24
2021.01.24;Békés vármegye;12085;20
2021.01.25;Békés vármegye;12108;23
2021.01.26;Békés vármegye;12128;20
2021.01.27;Békés vármegye;12144;16
2021.01.28;Békés vármegye;12184;40
2021.01.29;Békés vármegye;12228;44
2021.01.30;Békés vármegye;12274;46
2021.01.31;Békés vármegye;12303;29
2021.02.01;Békés vármegye;12316;13
2021.02.02;Békés vármegye;12338;22
2021.02.03;Békés vármegye;12352;14
2021.02.04;Békés vármegye;12388;36
2021.02.05;Békés vármegye;12427;39
2021.02.06;Békés vármegye;12449;22
2021.02.07;Békés vármegye;12479;30
2021.02.08;Békés vármegye;12498;19
2021.02.09;Békés vármegye;12530;32
2021.02.10;Békés vármegye;12552;22
2021.02.11;Békés vármegye;12593;41
2021.02.12;Békés vármegye;12628;35
2021.02.13;Békés vármegye;12664;36
2021.02.14;Békés vármegye;12689;25
2021.02.15;Békés vármegye;12715;26
2021.02.16;Békés vármegye;12723;8
2021.02.17;Békés vármegye;12752;29
2021.02.18;Békés vármegye;12811;59
2021.02.19;Békés vármegye;12880;69
2021.02.20;Békés vármegye;12916;36
2021.02.21;Békés vármegye;12959;43
2021.02.22;Békés vármegye;13000;41
2021.02.23;Békés vármegye;13029;29
2021.02.24;Békés vármegye;13065;36
2021.02.25;Békés vármegye;13153;88
2021.02.26;Békés vármegye;13235;82
2021.02.27;Békés vármegye;13322;87
2021.02.28;Békés vármegye;13386;64
2021.03.01;Békés vármegye;13425;39
2021.03.02;Békés vármegye;13461;36
2021.03.03;Békés vármegye;13515;54
2021.03.04;Békés vármegye;13639;124
2021.03.05;Békés vármegye;13757;118
2021.03.06;Békés vármegye;13875;118
2021.03.07;Békés vármegye;13950;75
2021.03.08;Békés vármegye;13992;42
2021.03.09;Békés vármegye;14082;90
2021.03.10;Békés vármegye;14145;63
2021.03.11;Békés vármegye;14289;144
2021.03.12;Békés vármegye;14418;129
2021.03.13;Békés vármegye;14567;149
2021.03.14;Békés vármegye;14685;118
2021.03.15;Békés vármegye;14797;112
2021.03.16;Békés vármegye;14863;66
2021.03.17;Békés vármegye;14929;66
2021.03.18;Békés vármegye;15027;98
2021.03.19;Békés vármegye;15238;211
2021.03.20;Békés vármegye;15488;250
2021.03.21;Békés vármegye;15693;205
2021.03.22;Békés vármegye;15869;176
2021.03.23;Békés vármegye;15982;113
2021.03.24;Békés vármegye;16160;178
2021.03.25;Békés vármegye;16308;148
2021.03.26;Békés vármegye;16570;262
2021.03.27;Békés vármegye;16783;213
2021.03.28;Békés vármegye;17002;219
2021.03.29;Békés vármegye;17154;152
2021.03.30;Békés vármegye;17262;108
2021.03.31;Békés vármegye;17396;134
2021.04.01;Békés vármegye;17628;232
2021.04.02;Békés vármegye;17816;188
2021.04.03;Békés vármegye;18022;206
2021.04.04;Békés vármegye;18190;168
2021.04.05;Békés vármegye;18293;103
2021.04.06;Békés vármegye;18322;29
2021.04.07;Békés vármegye;18364;42
2021.04.08;Békés vármegye;18482;118
2021.04.09;Békés vármegye;18675;193
2021.04.10;Békés vármegye;18877;202
2021.04.11;Békés vármegye;19063;186
2021.04.12;Békés vármegye;19189;126
2021.04.13;Békés vármegye;19309;120
2021.04.14;Békés vármegye;19440;131
2021.04.15;Békés vármegye;19576;136
2021.04.16;Békés vármegye;19742;166
2021.04.17;Békés vármegye;19877;135
2021.04.18;Békés vármegye;19996;119
2021.04.19;Békés vármegye;20059;63
2021.04.20;Békés vármegye;20112;53
2021.04.21;Békés vármegye;20201;89
2021.04.22;Békés vármegye;20322;121
2021.04.23;Békés vármegye;20444;122
2021.04.24;Békés vármegye;20546;102
2021.04.25;Békés vármegye;20619;73
2021.04.26;Békés vármegye;20698;79
2021.04.27;Békés vármegye;20738;40
2021.04.28;Békés vármegye;20784;46
2021.04.29;Békés vármegye;20881;97
2021.04.30;Békés vármegye;20976;95
2021.05.01;Békés vármegye;21040;64
2021.05.02;Békés vármegye;21098;58
2021.05.03;Békés vármegye;21140;42
2021.05.04;Békés vármegye;21179;39
2021.05.05;Békés vármegye;21208;29
2021.05.06;Békés vármegye;21263;55
2021.05.07;Békés vármegye;21336;73
2021.05.08;Békés vármegye;21369;33
2021.05.09;Békés vármegye;21397;28
2021.05.10;Békés vármegye;21433;36
2021.05.11;Békés vármegye;21455;22
2021.05.12;Békés vármegye;21475;20
2021.05.13;Békés vármegye;21514;39
2021.05.14;Békés vármegye;21545;31
2021.05.15;Békés vármegye;21571;26
2021.05.16;Békés vármegye;21595;24
2021.05.17;Békés vármegye;21610;15
2021.05.18;Békés vármegye;21622;12
2021.05.19;Békés vármegye;21641;19
2021.05.20;Békés vármegye;21665;24
2021.05.21;Békés vármegye;21693;28
2021.05.22;Békés vármegye;21710;17
2021.05.23;Békés vármegye;21714;4
2021.05.24;Békés vármegye;21722;8
2021.05.25;Békés vármegye;21724;2
2021.05.26;Békés vármegye;21738;14
2021.05.27;Békés vármegye;21751;13
2021.05.28;Békés vármegye;21771;20
2021.05.29;Békés vármegye;21791;20
2021.05.30;Békés vármegye;21805;14
2021.05.31;Békés vármegye;21808;3
2021.06.01;Békés vármegye;21814;6
2021.06.02;Békés vármegye;21825;11
2021.06.03;Békés vármegye;21836;11
2021.06.04;Békés vármegye;21837;1
2021.06.05;Békés vármegye;21845;8
2021.06.06;Békés vármegye;21850;5
2021.06.07;Békés vármegye;21860;10
2021.06.08;Békés vármegye;21865;5
2021.06.09;Békés vármegye;21867;2
2021.06.10;Békés vármegye;21874;7
2021.06.11;Békés vármegye;21879;5
2021.06.14;Békés vármegye;21887;8
2021.06.15;Békés vármegye;21891;4
2021.06.16;Békés vármegye;21895;4
2021.06.17;Békés vármegye;21900;5
2021.06.18;Békés vármegye;21912;12
2021.06.21;Békés vármegye;21919;7
2021.06.22;Békés vármegye;21920;1
2021.06.23;Békés vármegye;21922;2
2021.06.24;Békés vármegye;21923;1
2021.06.25;Békés vármegye;21923;0
2021.06.28;Békés vármegye;21925;2
2021.06.29;Békés vármegye;21926;1
2021.06.30;Békés vármegye;21928;2
2021.07.01;Békés vármegye;21931;3
2021.07.02;Békés vármegye;21931;0
2021.07.05;Békés vármegye;21932;1
2021.07.06;Békés vármegye;21936;4
2021.07.07;Békés vármegye;21937;1
2021.07.08;Békés vármegye;21939;2
2021.07.09;Békés vármegye;21940;1
2021.07.12;Békés vármegye;21945;5
2021.07.13;Békés vármegye;21945;0
2021.07.14;Békés vármegye;21949;4
2021.07.15;Békés vármegye;21950;1
2021.07.16;Békés vármegye;21951;1
2021.07.19;Békés vármegye;21952;1
2021.07.20;Békés vármegye;21953;1
2021.07.21;Békés vármegye;21958;5
2021.07.22;Békés vármegye;21960;2
2021.07.23;Békés vármegye;21961;1
2021.07.26;Békés vármegye;21966;5
2021.07.27;Békés vármegye;21967;1
2021.07.28;Békés vármegye;21968;1
2021.07.29;Békés vármegye;21968;0
2021.07.30;Békés vármegye;21969;1
2021.08.02;Békés vármegye;21971;2
2021.08.03;Békés vármegye;21971;0
2021.08.04;Békés vármegye;21974;3
2021.08.05;Békés vármegye;21974;0
2021.08.06;Békés vármegye;21974;0
2021.08.09;Békés vármegye;21974;0
2021.08.10;Békés vármegye;21974;0
2021.08.11;Békés vármegye;21976;2
2021.08.12;Békés vármegye;21978;2
2021.08.13;Békés vármegye;21980;2
2021.08.16;Békés vármegye;21983;3
2021.08.17;Békés vármegye;21984;1
2021.08.18;Békés vármegye;21987;3
2021.08.19;Békés vármegye;21987;0
2021.08.23;Békés vármegye;21991;4
2021.08.24;Békés vármegye;21991;0
2021.08.25;Békés vármegye;21992;1
2021.08.26;Békés vármegye;21994;2
2021.08.27;Békés vármegye;21999;5
2021.08.30;Békés vármegye;22004;5
2021.08.31;Békés vármegye;22012;8
2021.09.01;Békés vármegye;22012;0
2021.09.02;Békés vármegye;22018;6
2021.09.03;Békés vármegye;22026;8
2021.09.06;Békés vármegye;22048;22
2021.09.07;Békés vármegye;22052;4
2021.09.08;Békés vármegye;22054;2
2021.09.09;Békés vármegye;22061;7
2021.09.10;Békés vármegye;22067;6
2021.09.13;Békés vármegye;22088;21
2021.09.14;Békés vármegye;22098;10
2021.09.15;Békés vármegye;22113;15
2021.09.16;Békés vármegye;22127;14
2021.09.17;Békés vármegye;22140;13
2021.09.20;Békés vármegye;22169;29
2021.09.21;Békés vármegye;22182;13
2021.09.22;Békés vármegye;22194;12
2021.09.23;Békés vármegye;22205;11
2021.09.24;Békés vármegye;22220;15
2021.09.27;Békés vármegye;22259;39
2021.09.28;Békés vármegye;22271;12
2021.09.29;Békés vármegye;22291;20
2021.09.30;Békés vármegye;22308;17
2021.10.01;Békés vármegye;22326;18
2021.10.04;Békés vármegye;22374;48
2021.10.05;Békés vármegye;22397;23
2021.10.06;Békés vármegye;22433;36
2021.10.07;Békés vármegye;22456;23
2021.10.08;Békés vármegye;22496;40
2021.10.11;Békés vármegye;22594;98
2021.10.12;Békés vármegye;22627;33
2021.10.13;Békés vármegye;22679;52
2021.10.14;Békés vármegye;22735;56
2021.10.15;Békés vármegye;22797;62
2021.10.18;Békés vármegye;22970;173
2021.10.19;Békés vármegye;23044;74
2021.10.20;Békés vármegye;23165;121
2021.10.21;Békés vármegye;23305;140
2021.10.22;Békés vármegye;23465;160
2021.10.25;Békés vármegye;23876;411
2021.10.26;Békés vármegye;24016;140
2021.10.27;Békés vármegye;24211;195
2021.10.28;Békés vármegye;24431;220
2021.10.29;Békés vármegye;24691;260
2021.11.01;Békés vármegye;25345;654
2021.11.02;Békés vármegye;25416;71
2021.11.03;Békés vármegye;25591;175
2021.11.04;Békés vármegye;25913;322
2021.11.05;Békés vármegye;26262;349
2021.11.08;Békés vármegye;27256;994
2021.11.09;Békés vármegye;27513;257
2021.11.10;Békés vármegye;27908;395
2021.11.11;Békés vármegye;28259;351
2021.11.12;Békés vármegye;28674;415
2021.11.15;Békés vármegye;29628;954
2021.11.16;Békés vármegye;29907;279
2021.11.17;Békés vármegye;30323;416
2021.11.18;Békés vármegye;30772;449
2021.11.19;Békés vármegye;31254;482
2021.11.22;Békés vármegye;32298;1044
2021.11.23;Békés vármegye;32565;267
2021.11.24;Békés vármegye;33012;447
2021.11.25;Békés vármegye;33374;362
2021.11.26;Békés vármegye;33800;426
2021.11.29;Békés vármegye;34663;863
2021.11.30;Békés vármegye;34862;199
2021.12.01;Békés vármegye;35207;345
2021.12.02;Békés vármegye;35508;301
2021.12.03;Békés vármegye;35778;270
2021.12.06;Békés vármegye;36351;573
2021.12.07;Békés vármegye;36471;120
2021.12.08;Békés vármegye;36654;183
2021.12.09;Békés vármegye;36816;162
2021.12.10;Békés vármegye;37014;198
2021.12.13;Békés vármegye;37399;385
2021.12.14;Békés vármegye;37495;96
2021.12.15;Békés vármegye;37613;118
2021.12.16;Békés vármegye;37737;124
2021.12.17;Békés vármegye;37831;94
2021.12.20;Békés vármegye;37992;161
2021.12.21;Békés vármegye;38055;63
2021.12.22;Békés vármegye;38114;59
2021.12.23;Békés vármegye;38185;71
2021.12.27;Békés vármegye;38315;130
2021.12.28;Békés vármegye;38358;43
2021.12.29;Békés vármegye;38411;53
2021.12.30;Békés vármegye;38462;51
2021.12.31;Békés vármegye;38538;76
2022.01.03;Békés vármegye;38609;71
2022.01.04;Békés vármegye;38662;53
2022.01.05;Békés vármegye;38777;115
2022.01.06;Békés vármegye;38918;141
2022.01.07;Békés vármegye;39037;119
2022.01.10;Békés vármegye;39281;244
2022.01.11;Békés vármegye;39337;56
2022.01.12;Békés vármegye;39503;166
2022.01.13;Békés vármegye;39626;123
2022.01.14;Békés vármegye;39756;130
2022.01.17;Békés vármegye;40191;435
2022.01.18;Békés vármegye;40348;157
2022.01.19;Békés vármegye;40718;370
2022.01.20;Békés vármegye;41080;362
2022.01.21;Békés vármegye;41471;391
2022.01.24;Békés vármegye;42274;803
2022.01.25;Békés vármegye;42535;261
2022.01.26;Békés vármegye;43208;673
2022.01.27;Békés vármegye;43764;556
2022.01.28;Békés vármegye;44289;525
2022.01.31;Békés vármegye;45537;1248
2022.02.01;Békés vármegye;45808;271
2022.02.02;Békés vármegye;46421;613
2022.02.03;Békés vármegye;46987;566
2022.02.04;Békés vármegye;47504;517
2022.02.07;Békés vármegye;48330;826
2022.02.08;Békés vármegye;48590;260
2022.02.09;Békés vármegye;49067;477
2022.02.10;Békés vármegye;49454;387
2022.02.11;Békés vármegye;49837;383
2022.02.14;Békés vármegye;50302;465
2022.02.15;Békés vármegye;50475;173
2022.02.16;Békés vármegye;50751;276
2022.02.17;Békés vármegye;50989;238
2022.02.18;Békés vármegye;51231;242
2022.02.21;Békés vármegye;51492;261
2022.02.22;Békés vármegye;51612;120
2022.02.23;Békés vármegye;51831;219
2022.02.24;Békés vármegye;51961;130
2022.02.25;Békés vármegye;52092;131
2022.02.28;Békés vármegye;52293;201
2022.03.01;Békés vármegye;52391;98
2022.03.02;Békés vármegye;52489;98
2022.03.03;Békés vármegye;52588;99
2022.03.04;Békés vármegye;52675;87
2022.03.07;Békés vármegye;52809;134
2022.03.08;Békés vármegye;52853;44
2022.03.09;Békés vármegye;52939;86
2022.03.10;Békés vármegye;52997;58
2022.03.11;Békés vármegye;53053;56
2022.03.16;Békés vármegye;53140;87
2022.03.17;Békés vármegye;53204;64
2022.03.18;Békés vármegye;53329;125
2022.03.21;Békés vármegye;53445;116
2022.03.22;Békés vármegye;53496;51
2022.03.23;Békés vármegye;53572;76
2022.03.24;Békés vármegye;53648;76
2022.03.25;Békés vármegye;53709;61
2022.03.28;Békés vármegye;53872;163
2022.03.29;Békés vármegye;53922;50
2022.03.30;Békés vármegye;54016;94
2022.03.31;Békés vármegye;54087;71
2022.04.01;Békés vármegye;54154;67
2022.04.05;Békés vármegye;54339;185
2022.04.06;Békés vármegye;54430;91
2022.04.08;Békés vármegye;54563;0
2022.04.11;Békés vármegye;54688;125
2022.04.12;Békés vármegye;54756;68
2020.03.31;Borsod-Abaúj-Zemplén vármegye;6;6
2020.04.01;Borsod-Abaúj-Zemplén vármegye;6;0
2020.04.02;Borsod-Abaúj-Zemplén vármegye;6;0
2020.04.03;Borsod-Abaúj-Zemplén vármegye;6;0
2020.04.04;Borsod-Abaúj-Zemplén vármegye;5;-1
2020.04.05;Borsod-Abaúj-Zemplén vármegye;7;2
2020.04.06;Borsod-Abaúj-Zemplén vármegye;7;0
2020.04.07;Borsod-Abaúj-Zemplén vármegye;7;0
2020.04.08;Borsod-Abaúj-Zemplén vármegye;7;0
2020.04.09;Borsod-Abaúj-Zemplén vármegye;10;3
2020.04.10;Borsod-Abaúj-Zemplén vármegye;10;0
2020.04.11;Borsod-Abaúj-Zemplén vármegye;13;3
2020.04.12;Borsod-Abaúj-Zemplén vármegye;44;31
2020.04.13;Borsod-Abaúj-Zemplén vármegye;45;1
2020.04.14;Borsod-Abaúj-Zemplén vármegye;45;0
2020.04.15;Borsod-Abaúj-Zemplén vármegye;48;3
